task_id,dir,budget,winner,objective,input_shape,rows,n_decisions,coverage,x_dup_rate,smac_on_table,drr,R,I,drr_spread
systems__dconvert,systems,100,smac,single,binary/SAT,6764,18,-7.1,0.7176,0.01,0.9288774212286768,18,1.280206417883819,0.0004918350273117
systems__deeparch,systems,100,tie,single,binary/SAT,4096,12,0.0,0.0,1.0,0.7182192519957551,12,3.381368976050938,
systems__exastencils,systems,100,smac,single,small-numeric,86058,12,-2.93,0.0,0.17,0.8316632164989936,12,2.020041402012078,0.0034388222203515
systems__javagc,systems,100,tie,single,large-numeric,166975,35,-82.48,0.0151,0.0,0.9632797612505573,35,1.2852083562304983,0.000421971130518
systems__redis,systems,100,ezr,single,large-numeric,4400,9,-43.08,0.283,0.0,0.8362232060077552,9,1.4739911459302026,
systems__storm,systems,100,tie,single,binary/SAT,1557,12,-1.4,0.0,0.325,0.96246058556503,12,0.4504729732196402,
systems__x264,systems,100,ezr,single,large-numeric,53662,17,-73.38,0.0263,0.0,0.9223613814277646,17,1.3198565157280016,0.0025290374015413
test__dataset120,test,100,ezr,single,large-numeric,4852,9,-86.13,0.007,0.0,0.8621673813569023,9,1.2404935677878794,
test__dataset600,test,100,ezr,single,large-numeric,4845,9,-86.92,0.0083,0.0,0.8581156736822483,9,1.2769589368597658,
behavior_data__WA_Fn-UseC_-HR-Employee-Attrition,behavior_data,200,smac,multi,large-numeric,1470,32,-97.61,0.0,0.0,0.9175133397820951,32,2.6395731269729508,
behavior_data__all_players,behavior_data,200,smac,multi,large-numeric,17737,55,-258.48,0.0,0.0,0.968671635005443,55,1.723060074700638,0.0008027831142179
behavior_data__player_statistics_cleaned_final,behavior_data,200,ezr,single,large-numeric,81,26,-96.61,0.0,0.0,0.9142289826978792,26,2.230046449855136,
behavior_data__student_dropout,behavior_data,200,tie,single,large-numeric,649,33,-56.22,0.0,0.0,0.823790334738294,33,5.814918953636299,
binary_config__FFM-1000-200-0.50-SAT-1,binary_config,200,smac,multi,small-numeric,10000,1044,-0.71,0.0,0.51,0.9965201273629982,1044,3.6329870330298015,7.862962522975359e-06
binary_config__FFM-125-25-0.50-SAT-1,binary_config,200,smac,multi,small-numeric,10000,128,-13.71,0.0,0.0,0.9696474516433436,128,3.885126189652033,0.0002688573215368
binary_config__FFM-250-50-0.50-SAT-1,binary_config,200,smac,multi,small-numeric,10000,256,-0.71,0.0,0.655,0.9858594330062688,256,3.619985150395179,0.0001284042105506
binary_config__FFM-500-100-0.50-SAT-1,binary_config,200,smac,multi,small-numeric,10000,510,-4.71,0.0,0.0475,0.9928678760169234,510,3.637383231369057,5.425692767702106e-05
binary_config__FM-500-100-0.25-SAT-1,binary_config,200,smac,multi,small-numeric,10000,517,-7.71,0.0,0.005,0.9928323648050892,517,3.705667395768963,6.149717520986808e-05
binary_config__FM-500-100-0.50-SAT-1,binary_config,200,smac,multi,small-numeric,10000,513,-6.71,0.0,0.01,0.9926235227916798,513,3.784132807868271,7.404666825372441e-05
binary_config__FM-500-100-0.75-SAT-1,binary_config,200,smac,multi,small-numeric,10000,511,-0.71,0.0,0.5425,0.9928829251687238,511,3.636825238782156,4.438780432280964e-05
binary_config__FM-500-100-1.00-SAT-1,binary_config,200,smac,multi,small-numeric,10000,511,-1.71,0.0,0.305,0.993100752686821,511,3.5255153770345093,4.799881271833062e-05
binary_config__Scrum100k,binary_config,200,smac,multi,small-numeric,100000,124,-4.39,0.0,0.05,0.9674182970351136,124,4.040131167645924,0.000955139827753
binary_config__Scrum10k,binary_config,200,smac,multi,small-numeric,10000,124,-4.71,0.0,0.042499999999999996,0.972436128998142,124,3.417920004230385,0.0001216042055987
binary_config__Scrum1k,binary_config,200,smac,multi,small-numeric,1000,124,-3.03,0.0,0.11499999999999999,0.9785604114187344,124,2.658508984076945,
binary_config__billing10k,binary_config,200,smac,multi,small-numeric,10000,88,-0.71,0.0,0.6825,0.9586191046247624,88,3.641518793020909,0.0002590799528486
config__HSMGP_num,config,200,tie,single,small-numeric,3456,14,-4.86,0.0,0.0475,0.8583728389355618,14,1.9827802549021345,
config__SQL_AllMeasurements,config,200,smac,single,binary/SAT,4653,38,-25.99,0.112,0.0,0.921755223522461,38,2.973301506146482,
config__SS-A,config,200,smac,multi,small-numeric,1343,3,-0.06,0.0,0.96,0.7457741652726069,3,0.7626775041821795,
config__SS-B,config,200,smac,multi,small-numeric,206,3,-1.71,0.0,0.295,0.5466313054190446,3,1.3601060837428665,
config__SS-C,config,200,smac,multi,small-numeric,1512,3,0.0,0.0,1.0,0.8726497093827378,3,0.3820508718517867,
config__SS-E,config,200,smac,multi,small-numeric,756,3,0.0,0.0,1.0,0.906607377595228,3,0.2801778672143162,
config__SS-I,config,200,smac,multi,small-numeric,1080,5,0.0,0.0,1.0,0.9566922974477626,5,0.2165385127611868,
config__SS-J,config,200,smac,multi,small-numeric,3840,6,0.0,0.0,1.0,0.9215931795768854,6,0.4704409225386877,
config__SS-K,config,200,smac,multi,small-numeric,2880,6,0.0,0.0,1.0,0.8751921062558012,6,0.7488473624651928,
config__SS-L,config,200,smac,multi,binary/SAT,1023,11,-0.42,0.2493,0.75,0.7543267940669875,11,2.7024052652631365,
config__SS-M,config,200,tie,multi,binary/SAT,864,17,-5.25,0.0,0.035,0.8390937801461175,17,2.7354057375160026,
config__SS-N,config,200,tie,multi,large-numeric,53662,17,-73.38,0.0263,0.0,0.9223613814277646,17,1.3198565157280016,0.0025290374015413
config__SS-O,config,200,smac,multi,small-numeric,972,11,-1.83,0.0,0.28,0.9613205991883608,11,0.4254734089280318,
config__SS-P,config,200,smac,multi,binary/SAT,1023,11,-0.42,0.2493,0.755,0.7543267940669875,11,2.7024052652631365,
config__SS-Q,config,200,tie,multi,small-numeric,2736,13,-3.34,0.0,0.095,0.8168715405604823,13,2.380669972713731,
config__SS-R,config,200,smac,multi,small-numeric,3008,14,-3.62,0.0,0.1125,0.8331491766231496,14,2.3359115272759063,
config__SS-S,config,200,tie,multi,small-numeric,3840,6,0.0,0.0,1.0,0.9215931795768854,6,0.4704409225386877,
config__SS-T,config,200,smac,multi,small-numeric,5184,12,-3.42,0.0,0.1725,0.7868136845159132,12,2.558235785809042,0.0015888906179848
config__SS-U,config,200,smac,multi,binary/SAT,4608,21,-4.83,0.0,0.06,0.8456492854515496,21,3.241365005517457,
config__SS-V,config,200,smac,multi,binary/SAT,6840,16,-6.17,0.0,0.0175,0.9086032425654068,16,1.46234811895349,0.0006875368765394
config__SS-W,config,200,smac,multi,binary/SAT,65536,16,0.0,0.0,1.0,0.7384150483704176,16,4.185359226073318,0.0034198401532057
config__SS-X,config,200,smac,multi,small-numeric,86058,11,-2.93,0.0,0.095,0.8163598725443566,11,2.020041402012078,0.0037514424222017
config__X264_AllMeasurements,config,200,tie,single,binary/SAT,1152,16,-2.83,0.0,0.1625,0.825008006641479,16,2.7998718937363365,
config__rs-6d-c3_obj1,config,200,tie,single,small-numeric,3840,6,0.0,0.0,1.0,0.9215931795768854,6,0.4704409225386877,
config__rs-6d-c3_obj2,config,200,tie,single,small-numeric,3840,6,0.0,0.0,1.0,0.9215931795768854,6,0.4704409225386877,
config__sol-6d-c2-obj1,config,200,tie,single,small-numeric,2866,6,-0.01,0.0,0.995,0.9195180571856272,6,0.4828916568862371,
config__wc-6d-c1-obj1,config,200,tie,single,small-numeric,2880,6,0.0,0.0,1.0,0.8751921062558012,6,0.7488473624651928,
financial_data__BankChurners,financial_data,200,smac,multi,large-numeric,10127,19,-92.45,0.0,0.0,0.9493155801270514,19,0.9630039775860224,0.000345566373642
financial_data__WA_Fn-UseC_-Telco-Customer-Churn,financial_data,200,tie,multi,large-numeric,7043,19,-29.45,0.0,0.0,0.9122755240707768,19,1.6667650426552392,0.003260611397573
financial_data__home_data_for_ml_course,financial_data,200,smac,multi,large-numeric,1460,77,-290.02,0.0,0.0,0.9557468591360596,77,3.407491846523416,
health_data__Life_Expectancy_Data,health_data,200,ezr,multi,large-numeric,2938,20,-148.54,0.0,0.0,0.9679925750528912,20,0.6401484989421758,
health_data__Medical_Data_and_Hospital_Readmissions,health_data,200,ezr,single,large-numeric,25000,64,-73.42,0.0,0.0,0.9276081638883292,64,4.6330775111469285,0.0003242086093822
hpo__Health-ClosedIssues0000,hpo,200,smac,multi,small-numeric,10000,5,-6.62,0.0,0.01,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-ClosedIssues0001,hpo,200,smac,multi,small-numeric,10000,5,-6.62,0.0,0.01,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-ClosedIssues0002,hpo,200,smac,multi,small-numeric,10000,5,-6.62,0.0,0.01,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-ClosedIssues0003,hpo,200,smac,multi,small-numeric,10000,5,-6.62,0.0,0.01,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-ClosedIssues0004,hpo,200,smac,multi,small-numeric,10000,5,-6.62,0.0,0.01,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-ClosedIssues0005,hpo,200,smac,multi,small-numeric,10000,5,-6.62,0.0,0.0125,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-ClosedIssues0006,hpo,200,tie,multi,small-numeric,10000,5,-6.62,0.0,0.0125,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-ClosedIssues0007,hpo,200,smac,multi,small-numeric,10000,5,-6.62,0.0,0.01,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-ClosedIssues0008,hpo,200,smac,multi,small-numeric,10000,5,-6.62,0.0,0.01,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-ClosedIssues0009,hpo,200,smac,multi,small-numeric,10000,5,-6.62,0.0,0.015,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-ClosedIssues0010,hpo,200,smac,multi,small-numeric,10000,5,-6.62,0.0,0.01,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-ClosedIssues0011,hpo,200,tie,multi,small-numeric,10000,5,-6.62,0.0,0.015,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-ClosedPRs0000,hpo,200,tie,multi,small-numeric,10000,5,-6.62,0.0,0.01,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-ClosedPRs0002,hpo,200,tie,multi,small-numeric,10000,5,-6.62,0.0,0.005,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-ClosedPRs0003,hpo,200,tie,multi,small-numeric,10000,5,-6.62,0.0,0.005,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-ClosedPRs0004,hpo,200,smac,multi,small-numeric,10000,5,-6.62,0.0,0.0125,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-ClosedPRs0005,hpo,200,tie,multi,small-numeric,10000,5,-6.62,0.0,0.005,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-ClosedPRs0006,hpo,200,smac,multi,small-numeric,10000,5,-6.62,0.0,0.01,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-ClosedPRs0007,hpo,200,smac,multi,small-numeric,10000,5,-6.62,0.0,0.01,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-ClosedPRs0008,hpo,200,smac,multi,small-numeric,10000,5,-6.62,0.0,0.01,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-ClosedPRs0009,hpo,200,smac,multi,small-numeric,10000,5,-6.62,0.0,0.01,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-ClosedPRs0010,hpo,200,smac,multi,small-numeric,10000,5,-6.62,0.0,0.0125,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-ClosedPRs0011,hpo,200,tie,multi,small-numeric,10000,5,-6.62,0.0,0.0075,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-Commits0000,hpo,200,smac,multi,small-numeric,10000,5,-6.62,0.0,0.01,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-Commits0001,hpo,200,tie,multi,small-numeric,10000,5,-6.62,0.0,0.0125,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-Commits0002,hpo,200,smac,multi,small-numeric,10000,5,-6.62,0.0,0.01,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-Commits0003,hpo,200,smac,multi,small-numeric,10000,5,-6.62,0.0,0.0075,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-Commits0004,hpo,200,smac,multi,small-numeric,10000,5,-6.62,0.0,0.01,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-Commits0005,hpo,200,ezr,multi,small-numeric,10000,5,-6.62,0.0,0.01,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-Commits0006,hpo,200,smac,multi,small-numeric,10000,5,-6.62,0.0,0.015,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-Commits0007,hpo,200,tie,multi,small-numeric,10000,5,-6.62,0.0,0.01,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-Commits0008,hpo,200,smac,multi,small-numeric,10000,5,-6.62,0.0,0.01,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-Commits0009,hpo,200,smac,multi,small-numeric,10000,5,-6.62,0.0,0.01,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-Commits0010,hpo,200,smac,multi,small-numeric,10000,5,-6.62,0.0,0.0075,0.5202820372809727,5,2.3985898135951365,0.007958505556909
hpo__Health-Commits0011,hpo,200,tie,multi,small-numeric,10000,5,-6.62,0.0,0.0125,0.5202820372809727,5,2.3985898135951365,0.007958505556909
misc__Car_price_cleaned,misc,200,ezr,multi,large-numeric,205,38,-189.74,0.0,0.0,0.9740053369745996,38,0.9877971949652112,
misc__Wine_quality,misc,200,ezr,multi,large-numeric,1599,10,-58.33,0.1526,0.0,0.7738004248877701,10,2.2619957511222992,
misc__auto93,misc,200,smac,multi,small-numeric,398,4,-5.39,0.2312,0.02,0.7370341530695684,4,1.0518633877217265,
process__coc1000,process,200,ezr,multi,large-numeric,1000,20,-36.76,0.0,0.0,0.5486641703636729,20,9.026716592726542,
process__nasa93dem,process,200,smac,multi,small-numeric,93,22,-18.88,0.4086,0.0,0.9001026330701045,22,2.197742072457701,
process__pom3a,process,200,ezr,multi,large-numeric,20000,9,-114.3,0.0,0.0,0.2784377980644154,9,6.494059817420261,0.0123033847235766
process__pom3b,process,200,ezr,multi,large-numeric,20000,9,-114.3,0.0,0.0,0.2874987732135042,9,6.412511041078462,0.0140551295528946
process__pom3c,process,200,ezr,multi,large-numeric,20000,9,-114.3,0.0,0.0,0.2825351154297395,9,6.457183961132344,0.0148951378405104
process__pom3d,process,200,ezr,multi,large-numeric,500,9,-71.73,0.0,0.0,0.356154800656331,9,5.7946067940930215,
process__xomo_flight,process,200,smac,multi,large-numeric,10000,24,-239.16,0.0,0.0,0.8965216273590202,24,2.4834809433835168,0.0038060713188923
process__xomo_ground,process,200,smac,multi,large-numeric,10000,24,-239.36,0.0,0.0,0.8892164517314335,24,2.6588051584455967,0.0022122935372372
process__xomo_osp,process,200,smac,multi,large-numeric,10000,24,-239.31,0.0,0.0,0.886632816823798,24,2.720812396228848,0.0053089929928366
process__xomo_osp2,process,200,tie,multi,large-numeric,10000,24,-193.44,0.0,0.0,0.8024959957044658,24,4.740096103092819,0.0082621659349857
rl__A2C_Acrobot,rl,200,smac,multi,large-numeric,223,10,-42.06,0.0,0.0,0.9015272491414914,10,0.9847275085850864,
rl__A2C_CartPole,rl,200,smac,multi,large-numeric,317,7,-36.5,0.0,0.0,0.7178022634147327,7,1.975384156096871,
sales_data__Marketing_Analytics,sales_data,200,smac,multi,large-numeric,2205,31,-101.35,0.0921,0.0,0.9493300843985564,31,1.5707673836447529,
sales_data__accessories,sales_data,200,smac,multi,large-numeric,1121,14,-48.1,0.0,0.0,0.914878702289924,14,1.1916981679410643,
sales_data__dress-up,sales_data,200,smac,multi,large-numeric,882,20,-59.37,0.0,0.0,0.9353670938398696,20,1.2926581232026078,
sales_data__socks,sales_data,200,tie,single,small-numeric,350,20,-4.25,0.0,0.0325,0.9648310287691924,20,0.7033794246161513,
systems__7z,systems,200,tie,single,small-numeric,68640,14,-2.68,0.0,0.3825,0.9126090296256874,14,1.2234735852403766,0.0008181240533188
systems__BDBC,systems,200,tie,single,binary/SAT,2560,16,-4.68,0.0,0.07,0.8013695728168861,16,3.1780868349298226,
systems__HSQLDB,systems,200,tie,single,binary/SAT,864,18,-5.25,0.0,0.0325,0.8480330145824443,18,2.7354057375160026,
systems__LLVM,systems,200,smac,single,binary/SAT,1024,10,0.0,0.0,1.0,0.7121877001768889,10,2.8781229982311105,
systems__PostgreSQL,systems,200,tie,single,small-numeric,19008,9,0.0,0.9545,1.0,0.938427357200284,9,0.5541537851974428,0.0004008047288049
systems__dconvert,systems,200,smac,single,binary/SAT,6764,18,-7.1,0.7176,0.01,0.9288774212286768,18,1.280206417883819,0.0004918350273117
systems__deeparch,systems,200,tie,single,binary/SAT,4096,12,0.0,0.0,1.0,0.7182192519957551,12,3.381368976050938,
systems__exastencils,systems,200,smac,single,small-numeric,86058,12,-2.93,0.0,0.1725,0.8316632164989936,12,2.020041402012078,0.0034388222203515
systems__javagc,systems,200,tie,single,large-numeric,166975,35,-82.48,0.0151,0.0,0.9632797612505573,35,1.2852083562304983,0.000421971130518
systems__redis,systems,200,ezr,single,large-numeric,4400,9,-43.08,0.283,0.0,0.8362232060077552,9,1.4739911459302026,
systems__storm,systems,200,tie,single,binary/SAT,1557,12,-1.4,0.0,0.3475,0.96246058556503,12,0.4504729732196402,
systems__x264,systems,200,tie,single,large-numeric,53662,17,-73.38,0.0263,0.0,0.9223613814277646,17,1.3198565157280016,0.0025290374015413
test__dataset120,test,200,ezr,single,large-numeric,4852,9,-86.13,0.007,0.0,0.8621673813569023,9,1.2404935677878794,
test__dataset600,test,200,ezr,single,large-numeric,4845,9,-86.92,0.0083,0.0,0.8581156736822483,9,1.2769589368597658,
